a;b;c
Kamennı_Újezd;159108;39551
Ves_Touškov;158917;39358
Tašov;161966;42407
Všemily;162681;43121
Vitín;162160;42600
Malá_Veleò;162373;42812
Jeníkovice;158393;38828
Srbská_Kamenice;162625;43058
Semošice;158523;38952
Vlèí_Hora;162983;43406
Vojnièky;161371;41792
Pec;158075;38494
Tschersing;161937;42351
Rybnice;159707;40121
Solopysky;160829;41239
Byòov;162050;42459
Kleèetné;160282;40688
Senkov;160940;41345
Stıskaly;159488;39891
Zadní_Lhota;162206;42605
Líš¾any;160999;41398
Èeminy;159360;39759
Trhanov;158145;38537
Nevøeò;159433;39825
Luenice;158287;38675
Horní_Valdorf;158413;38801
Tatiná;159515;39899
Kolešovice;160447;40831
Huntíøov;162526;42910
Plasy;159790;40171
Pøerov;162194;42574
Soutìsky;162401;42779
Nové_Køeèany;163067;43441
Nemschen;161974;42347
Panskı;163041;43403
Vršovice;161179;41526
Honezovice;158842;39188
Bílinka;161668;42009
Zbrašín;160958;41298
Bøeziny;162435;42775
Horšovskı_Tın;158495;38832
Boreè;161628;41965
Podsedice;161510;41845
Konìtopy;160857;41191
Povrly;162153;42481
Obøice;161533;41859
Krašovice;159591;39916
Renı_Újezd;161658;41982
Dìèany;161403;41725
Vítov;162096;42416
Podranice;158575;38889
Solany;161446;41756
Pnìtluky;160801;41111
Bechlejovice;162410;42720
Svatı_Hubert;160227;40536
Mraènice;158396;38701
Libochovany;161813;42117
Veclov;160559;40862
Jakuby;162288;42591
Oparno;161722;42024
Sebuzín;161902;42198
Zderaz;160440;40732
Dobkovice;162287;42579
Oráèov;160357;40647
dánov;158275;38563
Sutom;161598;41883
Vysoká_Libynì;160070;40352
Vlastislav;161590;41866
Tøtìno;161348;41622
Prackovice_nad_Labem;161822;42096
Mrtník;159665;39937
Neštìdice;162148;42417
Horní_Chlum;162406;42675
Újezd_nade_Mí;159324;39585
Semeè;161423;41683
Brná_nad_Labem;161982;42239
Svojetín;160608;40863
Mašovice;158446;38694
Chvalov;161926;42173
Nekmíø;159546;39789
Tlucná;159614;39855
Nemnìnice;158719;38960
Heømanova_Hu;159062;39302
Olešnice;162118;42355
Capartice;158133;38370
Otìvìky;160191;40425
Touchovice;160970;41196
Choratice;162327;42552
Hnojnice;161401;41623
Èernovice;158770;38991
Bílov;160057;40275
Staré_Mìsto;162457;42673
Svádov;162111;42324
Horní_Sekyøany;159053;39265
Prosetín;162279;42490
Neèichy;161234;41445
Èeskı_Bukov;162243;42454
Úlice;159235;39445
Šlovice;158688;38898
Novı_Paøezov;158309;38519
Nedraice;158898;39105
Velemín;161725;41930
Boletice_nad_Labem;162373;42576
Dobromìøice;161184;41384
Zemìchy;161054;41251
Kocourov;158573;38765
Radìjovice;159025;39214
Pocinovice;158682;38871
Vlkıš;159093;39266
Blešno;161538;41711
Otov;158357;38527
Vrhaveè;158996;39165
Písek;159394;39563
Loubí;162547;42714
Vráné;159839;39996
Tlestky;160240;40395
Korıtka;159819;39974
Postøekov;158266;38420
Kunìjovice;159558;39711
Èerná_Øeka;158116;38269
Dolní_Bìlá;159668;39820
Neèemice;160773;40922
Vaòov;162007;42154
Staré;161537;41684
Horní_Bìlá;159645;39792
Šluknov;163212;43358
elkovice;161485;41630
Mladotice;159953;40093
Zboná;161782;41921
Kleteèná;161819;41958
Vìvrov;158644;38782
Lipá;161638;41775
Hunèice;159474;39610
Lipno;159388;39519
Krtín;158895;39021
Ostromeè;158759;38882
Zadní_Jetøichovice;162958;43079
Medvìdice;161656;41776
Lipenec;161006;41120
Alfrédov;158987;39100
Mezná;162779;42891
Velká_Èernoc;160649;40760
Vlkov;160591;40699
Harrachov;163259;43364
Prostøední_leb;162565;42668
Tøeskonice;160860;40958
Draeò;159766;39864
Radejèín;161891;41986
Støekov;162095;42186
Ostrov_u_Støíbra;159040;39130
Staré_Hrabìcí;163118;43206
Novı_Kramolín;158327;38415
Srby;158518;38605
Císaøskı;163207;43293
Janovka;163139;43223
Tuchoøice;160911;40988
Tøebobuz;159413;39486
Pòovany;159292;39365
Horní_Metelsko;158608;38680
Velkı_Malahov;158795;38866
Skapce;158902;38971
Stará_Bohynì;162367;42430
Roany;163291;43352
Zámìlíè;158437;38497
Milbohov;161995;42054
Líté;159724;39782
Bukov;160455;40509
Vlkanov;158363;38416
Salmov;163117;43167
Nové_Hrabìcí;163255;43304
Blansko;162248;42296
Náklov;159473;39520
Pøehoøov;160093;40139
Odlezly;160066;40110
Døevce;161590;41632
Nová_Bohynì;162381;42418
Køakov;158689;38726
Ostrovec;160235;40266
im;161872;41896
Sulislav;159195;39218
Raná;161317;41338
Krásnı_Studenec;162441;42461
Stráištì;159970;39985
Sádek;160778;40789
Dobìtice;162170;42176
Skupice;161087;41087
Zhoø;158912;38909
Líèkov;160884;40874
Valtíøov;158307;38294
Hašov;158611;38595
ihle;160144;40125
ïár;159071;39050
Støíbrníky;162158;42133
Pobìovice;158433;38408
Jablonec;161447;41422
Hodoviz;159859;39831
Chrástov;159468;39438
Svinná;158582;38548
Lukov;161690;41656
Nemanice;158197;38162
Sedlec;158513;38477
Podmokly;159576;39537
Sytno;159167;39125
Postoloprty;161151;41109
Chranèovice;159510;39468
Sinutec;161420;41376
Míøkov;158686;38642
Hoøenec;161468;41423
Velkı_Šenov;163170;43123
Bílenec;160438;40391
Witana;158567;38515
Butov;159253;39200
Levonice;161081;41024
Dubèany;160958;40900
Novosedelské_Hutì;158238;38178
