a;b;c
Oparno;161722;42024
Sebuzín;161902;42198
Zderaz;160440;40732
Dobkovice;162287;42579
Oráčov;160357;40647
Ždánov;158275;38563
Sutom;161598;41883
Vysoká_Libyně;160070;40352
Vlastislav;161590;41866
Třtěno;161348;41622
Prackovice_nad_Labem;161822;42096
Mrtník;159665;39937
Neštědice;162148;42417
Horní_Chlum;162406;42675
Újezd_nade_Mží;159324;39585
Semeč;161423;41683
Brná_nad_Labem;161982;42239
Svojetín;160608;40863
Mašovice;158446;38694
Chvalov;161926;42173
Nekmíř;159546;39789
Tlucná;159614;39855
Nemněnice;158719;38960
Heřmanova_Huť;159062;39302
Olešnice;162118;42355
Capartice;158133;38370
Otěvěky;160191;40425
Touchovice;160970;41196
Choratice;162327;42552
Hnojnice;161401;41623
Černovice;158770;38991
Bílov;160057;40275
Staré_Město;162457;42673
Svádov;162111;42324
Horní_Sekyřany;159053;39265
Prosetín;162279;42490
Nečichy;161234;41445
Český_Bukov;162243;42454
Úlice;159235;39445
Šlovice;158688;38898
Nový_Pařezov;158309;38519
Nedražice;158898;39105
Velemín;161725;41930
Boletice_nad_Labem;162373;42576
Dobroměřice;161184;41384
Zeměchy;161054;41251
Kocourov;158573;38765
Radějovice;159025;39214
Pocinovice;158682;38871
Vlkýš;159093;39266
Blešno;161538;41711
Otov;158357;38527
Vrhaveč;158996;39165
Písek;159394;39563
Loubí;162547;42714
Vrážné;159839;39996
Tlestky;160240;40395
Korýtka;159819;39974
Postřekov;158266;38420
Kunějovice;159558;39711
Černá_Řeka;158116;38269
Dolní_Bělá;159668;39820
Nečemice;160773;40922
Vaňov;162007;42154
Staré;161537;41684
Horní_Bělá;159645;39792
Šluknov;163212;43358
Želkovice;161485;41630
Mladotice;159953;40093
Zbožná;161782;41921
Kletečná;161819;41958
Věvrov;158644;38782
Lipá;161638;41775
Hunčice;159474;39610
Lipno;159388;39519
Krtín;158895;39021
Ostromeč;158759;38882
Zadní_Jetřichovice;162958;43079
Medvědice;161656;41776
Lipenec;161006;41120
Alfrédov;158987;39100
Mezná;162779;42891
Velká_Černoc;160649;40760
Vlkov;160591;40699
Harrachov;163259;43364
Prostřední_Žleb;162565;42668
Třeskonice;160860;40958
Dražeň;159766;39864
Radejčín;161891;41986
Střekov;162095;42186
Ostrov_u_Stříbra;159040;39130
Staré_Hraběcí;163118;43206
Nový_Kramolín;158327;38415
Srby;158518;38605
Císařský;163207;43293
Janovka;163139;43223
Tuchořice;160911;40988
Třebobuz;159413;39486
Pňovany;159292;39365
Horní_Metelsko;158608;38680
Velký_Malahov;158795;38866
Skapce;158902;38971
Stará_Bohyně;162367;42430
Rožany;163291;43352
Zámělíč;158437;38497
Milbohov;161995;42054
Líté;159724;39782
Bukov;160455;40509
Vlkanov;158363;38416
Salmov;163117;43167
Nové_Hraběcí;163255;43304
Blansko;162248;42296
Náklov;159473;39520
Přehořov;160093;40139
Odlezly;160066;40110
Dřevce;161590;41632
Nová_Bohyně;162381;42418
Křakov;158689;38726
Ostrovec;160235;40266
Žim;161872;41896
Sulislav;159195;39218
Raná;161317;41338
Krásný_Studenec;162441;42461
Strážiště;159970;39985
Sádek;160778;40789
Dobětice;162170;42176
Skupice;161087;41087
Zhoř;158912;38909
Líčkov;160884;40874
Valtířov;158307;38294
Hašov;158611;38595
Žihle;160144;40125
Žďár;159071;39050
Stříbrníky;162158;42133
Poběžovice;158433;38408
Jablonec;161447;41422
Hodoviz;159859;39831
Chrástov;159468;39438
Svinná;158582;38548
Lukov;161690;41656
Nemanice;158197;38162
Sedlec;158513;38477
Podmokly;159576;39537
Sytno;159167;39125
Postoloprty;161151;41109
Chrančovice;159510;39468
Sinutec;161420;41376
Mířkov;158686;38642
Hořenec;161468;41423
Velký_Šenov;163170;43123
Bílenec;160438;40391
Witana;158567;38515
Butov;159253;39200
Levonice;161081;41024
Dubčany;160958;40900
Novosedelské_Hutě;158238;38178
